"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"3198",39,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",231,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"29828",37,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","apr","mon",17,6,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"27141",38,"blue-collar","married","basic.6y","unknown","yes","no","cellular","nov","fri",1055,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"26424",37,"technician","married","university.degree","no","no","no","cellular","nov","thu",174,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"14814",30,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",1150,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"35138",36,"technician","divorced","professional.course","no","unknown","unknown","cellular","may","fri",327,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8193",35,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","tue",409,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"10660",28,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","tue",1848,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes"
"39127",31,"student","married","high.school","no","yes","no","cellular","dec","wed",158,3,999,0,"nonexistent",-3,92.713,-33,0.7,5023.5,"no"
"21935",31,"technician","married","university.degree","no","no","no","cellular","aug","wed",195,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"32502",44,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","fri",361,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"41181",36,"admin.","married","university.degree","no","no","no","cellular","nov","fri",254,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.028,4963.6,"no"
"359",33,"services","married","basic.4y","no","no","no","telephone","may","mon",229,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"22570",36,"management","married","university.degree","unknown","yes","yes","cellular","aug","fri",508,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"7533",41,"admin.","married","professional.course","unknown","yes","no","telephone","may","fri",72,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"30610",42,"services","married","high.school","no","yes","no","cellular","may","mon",520,2,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"no"
"4025",47,"technician","married","professional.course","no","no","no","telephone","may","mon",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"28452",34,"admin.","married","university.degree","no","yes","no","cellular","apr","tue",565,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
"6169",44,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",272,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"20216",30,"admin.","married","high.school","no","yes","no","cellular","aug","mon",214,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"3242",50,"management","married","university.degree","unknown","no","no","telephone","may","thu",587,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"16123",27,"unemployed","single","university.degree","no","no","no","telephone","jul","tue",27,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"23865",33,"admin.","married","university.degree","unknown","yes","no","cellular","aug","fri",156,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"19478",34,"student","single","university.degree","no","no","no","cellular","aug","thu",387,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"8260",37,"self-employed","married","basic.9y","unknown","yes","no","telephone","jun","tue",106,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"39840",28,"admin.","single","university.degree","no","no","no","telephone","jun","fri",138,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.719,4991.6,"no"
"27518",31,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",36,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"17342",40,"admin.","divorced","high.school","no","yes","yes","cellular","jul","mon",52,10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2615",42,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","tue",50,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"26913",32,"services","married","basic.9y","unknown","yes","no","cellular","nov","thu",251,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"17449",59,"housemaid","divorced","unknown","unknown","no","no","cellular","jul","mon",103,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"31843",43,"management","single","university.degree","no","yes","no","telephone","may","thu",140,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"40703",82,"retired","married","university.degree","unknown","no","no","cellular","sep","mon",81,3,3,4,"success",-1.1,94.199,-37.5,0.879,4963.6,"no"
"25415",42,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","tue",288,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"38671",51,"technician","married","professional.course","no","no","no","cellular","nov","wed",272,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.719,5017.5,"no"
"26067",56,"management","divorced","university.degree","no","no","no","cellular","nov","wed",287,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"16192",52,"retired","divorced","professional.course","no","no","no","cellular","jul","tue",867,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"13307",33,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",494,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"32007",43,"management","single","university.degree","no","unknown","unknown","cellular","may","thu",274,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"15570",29,"entrepreneur","married","professional.course","no","no","no","cellular","jul","fri",462,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"21592",40,"admin.","married","high.school","no","yes","yes","cellular","aug","tue",172,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2635",32,"blue-collar","single","basic.9y","no","no","no","telephone","may","tue",122,7,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"13645",29,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",173,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"21776",55,"retired","married","basic.9y","unknown","yes","yes","cellular","aug","wed",117,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"38129",68,"retired","single","university.degree","no","yes","no","cellular","sep","fri",81,1,3,1,"success",-3.4,92.379,-29.8,0.741,5017.5,"no"
"9661",34,"admin.","single","high.school","no","yes","yes","telephone","jun","mon",123,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"27555",48,"admin.","married","university.degree","no","no","no","cellular","nov","fri",634,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"1714",39,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",308,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"2921",50,"housemaid","married","basic.9y","unknown","no","no","telephone","may","wed",673,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"27536",37,"self-employed","married","university.degree","no","no","no","cellular","nov","fri",169,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"2591",47,"blue-collar","married","professional.course","unknown","yes","no","telephone","may","tue",15,11,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"17587",27,"admin.","married","high.school","no","yes","no","cellular","jul","mon",290,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"24073",30,"blue-collar","married","basic.9y","no","no","no","telephone","nov","tue",465,1,999,0,"nonexistent",-0.1,93.2,-42,4.7,5195.8,"yes"
"23840",45,"technician","married","professional.course","no","yes","no","cellular","aug","fri",139,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"21714",41,"technician","single","professional.course","unknown","no","yes","cellular","aug","tue",102,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"28928",55,"admin.","married","basic.4y","no","yes","no","cellular","apr","fri",548,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3956",47,"technician","married","professional.course","no","unknown","unknown","telephone","may","mon",89,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"33723",34,"services","single","high.school","no","yes","yes","cellular","may","wed",87,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"8665",30,"services","single","high.school","no","no","no","telephone","jun","wed",245,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"11865",45,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",13,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"23631",58,"retired","married","university.degree","unknown","no","no","cellular","aug","thu",17,11,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"40853",34,"admin.","married","university.degree","no","no","yes","cellular","sep","wed",245,3,999,0,"nonexistent",-1.1,94.199,-37.5,0.886,4963.6,"yes"
"11573",43,"technician","married","basic.9y","no","no","no","telephone","jun","fri",67,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"11094",46,"admin.","single","university.degree","no","yes","no","telephone","jun","thu",172,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"34454",36,"admin.","single","university.degree","no","no","no","telephone","may","thu",121,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"14889",48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","wed",709,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
"16874",46,"blue-collar","married","unknown","no","no","yes","cellular","jul","thu",36,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"27753",38,"technician","married","professional.course","no","no","no","cellular","mar","thu",119,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
"24457",40,"admin.","single","high.school","unknown","yes","no","cellular","nov","mon",158,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"36340",35,"services","married","high.school","no","yes","yes","cellular","jun","tue",126,1,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"no"
"21467",50,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",323,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"30733",50,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",392,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
"16921",30,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",873,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"5876",32,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",90,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"11424",38,"services","married","high.school","no","no","no","telephone","jun","fri",124,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"10527",41,"admin.","married","university.degree","no","yes","yes","telephone","jun","tue",75,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"1461",28,"student","married","university.degree","no","no","yes","telephone","may","thu",352,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"14874",58,"retired","married","high.school","no","yes","no","cellular","jul","wed",124,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"18128",44,"technician","single","university.degree","no","yes","no","telephone","jul","wed",185,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"15032",24,"services","single","high.school","no","no","no","cellular","jul","thu",20,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"30996",34,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",319,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"10100",58,"entrepreneur","married","university.degree","unknown","yes","yes","telephone","jun","thu",43,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"333",35,"management","married","high.school","no","yes","no","telephone","may","mon",174,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"18197",50,"services","single","high.school","no","no","no","cellular","jul","wed",117,7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"34075",37,"blue-collar","married","basic.6y","no","no","yes","cellular","may","wed",158,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"26138",36,"blue-collar","married","basic.6y","no","no","yes","cellular","nov","wed",281,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"667",47,"admin.","divorced","university.degree","no","yes","no","telephone","may","tue",160,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"14661",28,"blue-collar","single","basic.6y","unknown","no","no","cellular","jul","tue",263,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"28802",40,"services","single","high.school","no","yes","no","cellular","apr","thu",91,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"1140",56,"retired","married","basic.9y","no","yes","yes","telephone","may","wed",71,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4630",60,"housemaid","married","high.school","unknown","yes","no","telephone","may","wed",74,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"9199",35,"blue-collar","married","high.school","no","no","no","telephone","jun","fri",107,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"13881",32,"management","single","high.school","no","no","no","cellular","jul","fri",128,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4371",49,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",199,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"20258",51,"housemaid","married","basic.4y","unknown","no","no","cellular","aug","mon",80,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"36418",27,"admin.","single","university.degree","no","no","yes","cellular","jun","tue",154,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"22723",52,"services","married","high.school","unknown","unknown","unknown","cellular","aug","mon",116,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"36070",27,"services","married","university.degree","no","yes","no","cellular","may","tue",445,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"37285",19,"student","single","basic.9y","no","no","no","cellular","aug","mon",120,1,3,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"no"
"26403",47,"technician","married","basic.6y","no","yes","no","cellular","nov","thu",223,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"17267",46,"student","single","unknown","no","yes","no","cellular","jul","fri",587,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"32242",37,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",301,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"25650",32,"services","married","high.school","no","no","no","cellular","nov","wed",79,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"15914",30,"management","married","university.degree","no","no","yes","cellular","jul","mon",833,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"33444",32,"admin.","single","high.school","no","no","no","cellular","may","tue",278,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"24080",39,"management","married","university.degree","no","yes","no","telephone","nov","wed",204,1,999,0,"nonexistent",-0.1,93.2,-42,4.663,5195.8,"yes"
"24163",36,"unemployed","divorced","high.school","no","no","no","cellular","nov","mon",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"30881",39,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","tue",132,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"36599",42,"admin.","married","university.degree","no","no","no","cellular","jun","thu",160,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"33011",49,"blue-collar","single","high.school","no","yes","yes","cellular","may","mon",217,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"29664",34,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",318,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"30305",21,"admin.","single","high.school","no","no","no","cellular","apr","thu",97,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"15355",32,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","fri",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"27324",54,"technician","married","high.school","unknown","yes","no","cellular","nov","fri",82,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"7778",37,"technician","single","professional.course","unknown","unknown","unknown","telephone","jun","mon",51,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"8243",36,"student","single","basic.9y","no","yes","no","telephone","jun","tue",771,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"30633",39,"unemployed","single","basic.9y","no","yes","no","telephone","may","mon",846,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"28308",47,"entrepreneur","married","high.school","no","no","yes","cellular","apr","wed",663,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"16885",34,"blue-collar","divorced","basic.6y","no","yes","no","cellular","jul","thu",1491,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"19854",29,"admin.","single","university.degree","unknown","no","no","cellular","aug","fri",88,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"36007",31,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1078,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"31984",36,"blue-collar","married","unknown","no","no","no","cellular","may","thu",156,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"18510",34,"unemployed","married","high.school","no","unknown","unknown","cellular","jul","thu",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"39139",30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",368,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
"11258",34,"admin.","married","basic.9y","no","no","no","telephone","jun","thu",238,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"26309",34,"management","married","university.degree","no","yes","no","telephone","nov","thu",30,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"28704",37,"admin.","single","high.school","no","no","no","cellular","apr","thu",617,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"15063",26,"technician","single","high.school","no","no","no","cellular","jul","thu",224,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"5845",48,"admin.","married","university.degree","no","no","no","telephone","may","mon",155,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"15044",45,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",544,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"21573",48,"technician","married","high.school","unknown","yes","yes","cellular","aug","tue",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"821",31,"admin.","single","university.degree","no","no","no","telephone","may","wed",992,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
"27466",35,"management","married","university.degree","no","yes","no","cellular","nov","fri",579,9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
"38271",22,"student","single","high.school","no","yes","no","cellular","oct","tue",210,1,6,1,"success",-3.4,92.431,-26.9,0.742,5017.5,"yes"
"27863",33,"blue-collar","single","high.school","no","no","no","cellular","mar","wed",278,2,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,"yes"
"6319",44,"admin.","married","unknown","no","no","no","telephone","may","tue",45,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"21268",38,"admin.","married","university.degree","no","no","no","cellular","aug","mon",65,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8995",36,"admin.","married","high.school","no","no","no","telephone","jun","thu",127,4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"10052",42,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","thu",236,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"357",36,"blue-collar","single","high.school","no","no","no","telephone","may","mon",396,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"30873",34,"technician","single","professional.course","no","no","no","cellular","may","tue",1221,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"yes"
"30388",25,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","thu",109,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"9281",37,"entrepreneur","married","university.degree","unknown","yes","no","telephone","jun","fri",460,8,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"41053",65,"retired","married","basic.4y","no","no","no","cellular","oct","wed",882,1,999,0,"nonexistent",-1.1,94.601,-49.5,1.043,4963.6,"yes"
"12612",38,"housemaid","single","basic.4y","unknown","no","no","cellular","jul","mon",457,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"2780",35,"student","married","university.degree","no","yes","no","telephone","may","wed",629,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
"13117",28,"technician","divorced","university.degree","no","no","no","cellular","jul","wed",265,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"23382",33,"admin.","single","university.degree","no","no","no","cellular","aug","wed",27,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"38525",35,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",300,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
"19043",44,"technician","single","professional.course","no","yes","no","cellular","aug","tue",164,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"13304",31,"admin.","single","high.school","no","no","no","cellular","jul","wed",108,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"9582",37,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",179,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"8133",57,"management","married","basic.9y","unknown","yes","no","telephone","jun","mon",30,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"13274",41,"blue-collar","single","basic.4y","unknown","unknown","unknown","cellular","jul","wed",72,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8597",31,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",767,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
"37401",45,"blue-collar","single","basic.9y","no","yes","no","cellular","aug","wed",249,1,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"no"
"30321",35,"admin.","divorced","high.school","no","yes","no","cellular","apr","thu",285,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"37751",24,"student","single","high.school","no","yes","yes","cellular","aug","fri",298,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"no"
"34818",30,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",340,3,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"25261",40,"blue-collar","married","basic.4y","no","no","no","cellular","nov","tue",103,6,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"31777",34,"services","single","high.school","no","yes","no","cellular","may","thu",230,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"24681",41,"technician","married","university.degree","no","no","no","cellular","nov","mon",149,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"40899",49,"technician","divorced","professional.course","no","yes","no","cellular","oct","fri",251,2,3,1,"success",-1.1,94.601,-49.5,0.972,4963.6,"yes"
"2522",41,"services","married","basic.9y","no","yes","yes","telephone","may","tue",296,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"31337",37,"admin.","married","university.degree","no","no","no","cellular","may","wed",305,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"21136",41,"technician","married","professional.course","no","no","no","cellular","aug","mon",341,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"39779",49,"technician","single","university.degree","no","no","no","telephone","may","mon",8,1,999,0,"nonexistent",-1.8,93.876,-40,0.701,5008.7,"no"
"6675",52,"services","married","unknown","unknown","no","no","telephone","may","wed",227,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"36389",43,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",91,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"8000",33,"blue-collar","single","basic.9y","unknown","yes","no","telephone","jun","mon",71,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"11141",52,"management","divorced","university.degree","no","no","no","telephone","jun","thu",167,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"31671",37,"blue-collar","divorced","high.school","no","yes","no","cellular","may","thu",217,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"29568",40,"technician","single","professional.course","no","yes","no","cellular","apr","mon",250,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"23397",37,"technician","married","university.degree","no","yes","no","cellular","aug","wed",138,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"13362",41,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",364,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"7078",33,"management","married","high.school","unknown","yes","no","telephone","may","thu",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"9918",36,"services","single","unknown","no","yes","yes","telephone","jun","wed",116,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8733",37,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","wed",140,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"15881",32,"technician","single","high.school","no","no","no","cellular","jul","mon",147,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"18325",51,"management","married","basic.9y","no","yes","no","telephone","jul","wed",208,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"18586",24,"admin.","single","high.school","no","yes","yes","cellular","jul","thu",109,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"34520",31,"admin.","divorced","high.school","no","yes","no","cellular","may","thu",66,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"17270",49,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",238,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
